"number";"name";"description";"restriction";"fonction"
26416;"CITRUS JUNOS";"This is the extract of the fruits of Citrus junos , Cucurbita pepo, Fragaria ananassa, Lens esculenta, Pyrus malus, Pyrus pyrifolia, and Solanum lycopersicum; the kernels of Zea mays; the leaves of Arctium lappa , Brassica oleracea acephala , Brassica oleracea capitata, Camellia sinensis , Moringa oleifera , Raphanus sativus, and Spinacia oleracea; the leaves and stems of Sorghum bicolor ; the meal of Avena sativa; the pulp of Solanum tuberosum; the roots of Daucus carota, Dioscorea oppositifolia, Nelumbo nucifera , and Raphanus sativus; the seeds of Amaranthus hypochondriacus , Anacardium occidentale, Cicer arietinum , Coix lacryma-Jobi ma-yuen , Glycine max, Macadamia ternifolia , Oryza sativa, Phaseolus angularis , Pistacia vera , Prunus amygdalus dulcis, Rhynchosia nulubilis , Sesamum indicum, Setaria italica , and Triticum turgidum; the sprouts of Hordeum vulgare ; the tubers of Cyperus esculentus ; the whole plants, Artemisia princeps , Brassica oleracea italica, Chenopodium quinoa , Enteromorpha compressa , Hordeum vulgare , Ipomoea batatas , Laminaria japonica , Lentinus edodes , Pleurotus ostreatus , Porphyra tenera , and Undaria pinnatifida.";"";"ANTIOXIDANT"
26416;"LENTIL";"This is the extract of the fruits of Citrus junos , Cucurbita pepo, Fragaria ananassa, Lens esculenta, Pyrus malus, Pyrus pyrifolia, and Solanum lycopersicum; the kernels of Zea mays; the leaves of Arctium lappa , Brassica oleracea acephala , Brassica oleracea capitata, Camellia sinensis , Moringa oleifera , Raphanus sativus, and Spinacia oleracea; the leaves and stems of Sorghum bicolor ; the meal of Avena sativa; the pulp of Solanum tuberosum; the roots of Daucus carota, Dioscorea oppositifolia, Nelumbo nucifera , and Raphanus sativus; the seeds of Amaranthus hypochondriacus , Anacardium occidentale, Cicer arietinum , Coix lacryma-Jobi ma-yuen , Glycine max, Macadamia ternifolia , Oryza sativa, Phaseolus angularis , Pistacia vera , Prunus amygdalus dulcis, Rhynchosia nulubilis , Sesamum indicum, Setaria italica , and Triticum turgidum; the sprouts of Hordeum vulgare ; the tubers of Cyperus esculentus ; the whole plants, Artemisia princeps , Brassica oleracea italica, Chenopodium quinoa , Enteromorpha compressa , Hordeum vulgare , Ipomoea batatas , Laminaria japonica , Lentinus edodes , Pleurotus ostreatus , Porphyra tenera , and Undaria pinnatifida.";"";"ANTIOXIDANT"
26416;"PEAR";"This is the extract of the fruits of Citrus junos , Cucurbita pepo, Fragaria ananassa, Lens esculenta, Pyrus malus, Pyrus pyrifolia, and Solanum lycopersicum; the kernels of Zea mays; the leaves of Arctium lappa , Brassica oleracea acephala , Brassica oleracea capitata, Camellia sinensis , Moringa oleifera , Raphanus sativus, and Spinacia oleracea; the leaves and stems of Sorghum bicolor ; the meal of Avena sativa; the pulp of Solanum tuberosum; the roots of Daucus carota, Dioscorea oppositifolia, Nelumbo nucifera , and Raphanus sativus; the seeds of Amaranthus hypochondriacus , Anacardium occidentale, Cicer arietinum , Coix lacryma-Jobi ma-yuen , Glycine max, Macadamia ternifolia , Oryza sativa, Phaseolus angularis , Pistacia vera , Prunus amygdalus dulcis, Rhynchosia nulubilis , Sesamum indicum, Setaria italica , and Triticum turgidum; the sprouts of Hordeum vulgare ; the tubers of Cyperus esculentus ; the whole plants, Artemisia princeps , Brassica oleracea italica, Chenopodium quinoa , Enteromorpha compressa , Hordeum vulgare , Ipomoea batatas , Laminaria japonica , Lentinus edodes , Pleurotus ostreatus , Porphyra tenera , and Undaria pinnatifida.";"";"ANTIOXIDANT"
26416;"PUMPKIN";"This is the extract of the fruits of Citrus junos , Cucurbita pepo, Fragaria ananassa, Lens esculenta, Pyrus malus, Pyrus pyrifolia, and Solanum lycopersicum; the kernels of Zea mays; the leaves of Arctium lappa , Brassica oleracea acephala , Brassica oleracea capitata, Camellia sinensis , Moringa oleifera , Raphanus sativus, and Spinacia oleracea; the leaves and stems of Sorghum bicolor ; the meal of Avena sativa; the pulp of Solanum tuberosum; the roots of Daucus carota, Dioscorea oppositifolia, Nelumbo nucifera , and Raphanus sativus; the seeds of Amaranthus hypochondriacus , Anacardium occidentale, Cicer arietinum , Coix lacryma-Jobi ma-yuen , Glycine max, Macadamia ternifolia , Oryza sativa, Phaseolus angularis , Pistacia vera , Prunus amygdalus dulcis, Rhynchosia nulubilis , Sesamum indicum, Setaria italica , and Triticum turgidum; the sprouts of Hordeum vulgare ; the tubers of Cyperus esculentus ; the whole plants, Artemisia princeps , Brassica oleracea italica, Chenopodium quinoa , Enteromorpha compressa , Hordeum vulgare , Ipomoea batatas , Laminaria japonica , Lentinus edodes , Pleurotus ostreatus , Porphyra tenera , and Undaria pinnatifida.";"";"ANTIOXIDANT"
26416;"STRAWBERRY";"This is the extract of the fruits of Citrus junos , Cucurbita pepo, Fragaria ananassa, Lens esculenta, Pyrus malus, Pyrus pyrifolia, and Solanum lycopersicum; the kernels of Zea mays; the leaves of Arctium lappa , Brassica oleracea acephala , Brassica oleracea capitata, Camellia sinensis , Moringa oleifera , Raphanus sativus, and Spinacia oleracea; the leaves and stems of Sorghum bicolor ; the meal of Avena sativa; the pulp of Solanum tuberosum; the roots of Daucus carota, Dioscorea oppositifolia, Nelumbo nucifera , and Raphanus sativus; the seeds of Amaranthus hypochondriacus , Anacardium occidentale, Cicer arietinum , Coix lacryma-Jobi ma-yuen , Glycine max, Macadamia ternifolia , Oryza sativa, Phaseolus angularis , Pistacia vera , Prunus amygdalus dulcis, Rhynchosia nulubilis , Sesamum indicum, Setaria italica , and Triticum turgidum; the sprouts of Hordeum vulgare ; the tubers of Cyperus esculentus ; the whole plants, Artemisia princeps , Brassica oleracea italica, Chenopodium quinoa , Enteromorpha compressa , Hordeum vulgare , Ipomoea batatas , Laminaria japonica , Lentinus edodes , Pleurotus ostreatus , Porphyra tenera , and Undaria pinnatifida.";"";"ANTIOXIDANT"
26416;"TOMATO FRUIT";"This is the extract of the fruits of Citrus junos , Cucurbita pepo, Fragaria ananassa, Lens esculenta, Pyrus malus, Pyrus pyrifolia, and Solanum lycopersicum; the kernels of Zea mays; the leaves of Arctium lappa , Brassica oleracea acephala , Brassica oleracea capitata, Camellia sinensis , Moringa oleifera , Raphanus sativus, and Spinacia oleracea; the leaves and stems of Sorghum bicolor ; the meal of Avena sativa; the pulp of Solanum tuberosum; the roots of Daucus carota, Dioscorea oppositifolia, Nelumbo nucifera , and Raphanus sativus; the seeds of Amaranthus hypochondriacus , Anacardium occidentale, Cicer arietinum , Coix lacryma-Jobi ma-yuen , Glycine max, Macadamia ternifolia , Oryza sativa, Phaseolus angularis , Pistacia vera , Prunus amygdalus dulcis, Rhynchosia nulubilis , Sesamum indicum, Setaria italica , and Triticum turgidum; the sprouts of Hordeum vulgare ; the tubers of Cyperus esculentus ; the whole plants, Artemisia princeps , Brassica oleracea italica, Chenopodium quinoa , Enteromorpha compressa , Hordeum vulgare , Ipomoea batatas , Laminaria japonica , Lentinus edodes , Pleurotus ostreatus , Porphyra tenera , and Undaria pinnatifida.";"";"ANTIOXIDANT"
26416;"CORN KERNEL";"This is the extract of the fruits of Citrus junos , Cucurbita pepo, Fragaria ananassa, Lens esculenta, Pyrus malus, Pyrus pyrifolia, and Solanum lycopersicum; the kernels of Zea mays; the leaves of Arctium lappa , Brassica oleracea acephala , Brassica oleracea capitata, Camellia sinensis , Moringa oleifera , Raphanus sativus, and Spinacia oleracea; the leaves and stems of Sorghum bicolor ; the meal of Avena sativa; the pulp of Solanum tuberosum; the roots of Daucus carota, Dioscorea oppositifolia, Nelumbo nucifera , and Raphanus sativus; the seeds of Amaranthus hypochondriacus , Anacardium occidentale, Cicer arietinum , Coix lacryma-Jobi ma-yuen , Glycine max, Macadamia ternifolia , Oryza sativa, Phaseolus angularis , Pistacia vera , Prunus amygdalus dulcis, Rhynchosia nulubilis , Sesamum indicum, Setaria italica , and Triticum turgidum; the sprouts of Hordeum vulgare ; the tubers of Cyperus esculentus ; the whole plants, Artemisia princeps , Brassica oleracea italica, Chenopodium quinoa , Enteromorpha compressa , Hordeum vulgare , Ipomoea batatas , Laminaria japonica , Lentinus edodes , Pleurotus ostreatus , Porphyra tenera , and Undaria pinnatifida.";"";"ANTIOXIDANT"
26416;"ARCTIUM LAPPA";"This is the extract of the fruits of Citrus junos , Cucurbita pepo, Fragaria ananassa, Lens esculenta, Pyrus malus, Pyrus pyrifolia, and Solanum lycopersicum; the kernels of Zea mays; the leaves of Arctium lappa , Brassica oleracea acephala , Brassica oleracea capitata, Camellia sinensis , Moringa oleifera , Raphanus sativus, and Spinacia oleracea; the leaves and stems of Sorghum bicolor ; the meal of Avena sativa; the pulp of Solanum tuberosum; the roots of Daucus carota, Dioscorea oppositifolia, Nelumbo nucifera , and Raphanus sativus; the seeds of Amaranthus hypochondriacus , Anacardium occidentale, Cicer arietinum , Coix lacryma-Jobi ma-yuen , Glycine max, Macadamia ternifolia , Oryza sativa, Phaseolus angularis , Pistacia vera , Prunus amygdalus dulcis, Rhynchosia nulubilis , Sesamum indicum, Setaria italica , and Triticum turgidum; the sprouts of Hordeum vulgare ; the tubers of Cyperus esculentus ; the whole plants, Artemisia princeps , Brassica oleracea italica, Chenopodium quinoa , Enteromorpha compressa , Hordeum vulgare , Ipomoea batatas , Laminaria japonica , Lentinus edodes , Pleurotus ostreatus , Porphyra tenera , and Undaria pinnatifida.";"";"ANTIOXIDANT"
26416;"BRASSICA OLERACEA";"This is the extract of the fruits of Citrus junos , Cucurbita pepo, Fragaria ananassa, Lens esculenta, Pyrus malus, Pyrus pyrifolia, and Solanum lycopersicum; the kernels of Zea mays; the leaves of Arctium lappa , Brassica oleracea acephala , Brassica oleracea capitata, Camellia sinensis , Moringa oleifera , Raphanus sativus, and Spinacia oleracea; the leaves and stems of Sorghum bicolor ; the meal of Avena sativa; the pulp of Solanum tuberosum; the roots of Daucus carota, Dioscorea oppositifolia, Nelumbo nucifera , and Raphanus sativus; the seeds of Amaranthus hypochondriacus , Anacardium occidentale, Cicer arietinum , Coix lacryma-Jobi ma-yuen , Glycine max, Macadamia ternifolia , Oryza sativa, Phaseolus angularis , Pistacia vera , Prunus amygdalus dulcis, Rhynchosia nulubilis , Sesamum indicum, Setaria italica , and Triticum turgidum; the sprouts of Hordeum vulgare ; the tubers of Cyperus esculentus ; the whole plants, Artemisia princeps , Brassica oleracea italica, Chenopodium quinoa , Enteromorpha compressa , Hordeum vulgare , Ipomoea batatas , Laminaria japonica , Lentinus edodes , Pleurotus ostreatus , Porphyra tenera , and Undaria pinnatifida.";"";"ANTIOXIDANT"
26416;"CABBAGE";"This is the extract of the fruits of Citrus junos , Cucurbita pepo, Fragaria ananassa, Lens esculenta, Pyrus malus, Pyrus pyrifolia, and Solanum lycopersicum; the kernels of Zea mays; the leaves of Arctium lappa , Brassica oleracea acephala , Brassica oleracea capitata, Camellia sinensis , Moringa oleifera , Raphanus sativus, and Spinacia oleracea; the leaves and stems of Sorghum bicolor ; the meal of Avena sativa; the pulp of Solanum tuberosum; the roots of Daucus carota, Dioscorea oppositifolia, Nelumbo nucifera , and Raphanus sativus; the seeds of Amaranthus hypochondriacus , Anacardium occidentale, Cicer arietinum , Coix lacryma-Jobi ma-yuen , Glycine max, Macadamia ternifolia , Oryza sativa, Phaseolus angularis , Pistacia vera , Prunus amygdalus dulcis, Rhynchosia nulubilis , Sesamum indicum, Setaria italica , and Triticum turgidum; the sprouts of Hordeum vulgare ; the tubers of Cyperus esculentus ; the whole plants, Artemisia princeps , Brassica oleracea italica, Chenopodium quinoa , Enteromorpha compressa , Hordeum vulgare , Ipomoea batatas , Laminaria japonica , Lentinus edodes , Pleurotus ostreatus , Porphyra tenera , and Undaria pinnatifida.";"";"ANTIOXIDANT"
26416;"CAMELLIA SINENSIS";"This is the extract of the fruits of Citrus junos , Cucurbita pepo, Fragaria ananassa, Lens esculenta, Pyrus malus, Pyrus pyrifolia, and Solanum lycopersicum; the kernels of Zea mays; the leaves of Arctium lappa , Brassica oleracea acephala , Brassica oleracea capitata, Camellia sinensis , Moringa oleifera , Raphanus sativus, and Spinacia oleracea; the leaves and stems of Sorghum bicolor ; the meal of Avena sativa; the pulp of Solanum tuberosum; the roots of Daucus carota, Dioscorea oppositifolia, Nelumbo nucifera , and Raphanus sativus; the seeds of Amaranthus hypochondriacus , Anacardium occidentale, Cicer arietinum , Coix lacryma-Jobi ma-yuen , Glycine max, Macadamia ternifolia , Oryza sativa, Phaseolus angularis , Pistacia vera , Prunus amygdalus dulcis, Rhynchosia nulubilis , Sesamum indicum, Setaria italica , and Triticum turgidum; the sprouts of Hordeum vulgare ; the tubers of Cyperus esculentus ; the whole plants, Artemisia princeps , Brassica oleracea italica, Chenopodium quinoa , Enteromorpha compressa , Hordeum vulgare , Ipomoea batatas , Laminaria japonica , Lentinus edodes , Pleurotus ostreatus , Porphyra tenera , and Undaria pinnatifida.";"";"ANTIOXIDANT"
26416;"MORINGA OLEIFERA";"This is the extract of the fruits of Citrus junos , Cucurbita pepo, Fragaria ananassa, Lens esculenta, Pyrus malus, Pyrus pyrifolia, and Solanum lycopersicum; the kernels of Zea mays; the leaves of Arctium lappa , Brassica oleracea acephala , Brassica oleracea capitata, Camellia sinensis , Moringa oleifera , Raphanus sativus, and Spinacia oleracea; the leaves and stems of Sorghum bicolor ; the meal of Avena sativa; the pulp of Solanum tuberosum; the roots of Daucus carota, Dioscorea oppositifolia, Nelumbo nucifera , and Raphanus sativus; the seeds of Amaranthus hypochondriacus , Anacardium occidentale, Cicer arietinum , Coix lacryma-Jobi ma-yuen , Glycine max, Macadamia ternifolia , Oryza sativa, Phaseolus angularis , Pistacia vera , Prunus amygdalus dulcis, Rhynchosia nulubilis , Sesamum indicum, Setaria italica , and Triticum turgidum; the sprouts of Hordeum vulgare ; the tubers of Cyperus esculentus ; the whole plants, Artemisia princeps , Brassica oleracea italica, Chenopodium quinoa , Enteromorpha compressa , Hordeum vulgare , Ipomoea batatas , Laminaria japonica , Lentinus edodes , Pleurotus ostreatus , Porphyra tenera , and Undaria pinnatifida.";"";"ANTIOXIDANT"
26416;"RADISH";"This is the extract of the fruits of Citrus junos , Cucurbita pepo, Fragaria ananassa, Lens esculenta, Pyrus malus, Pyrus pyrifolia, and Solanum lycopersicum; the kernels of Zea mays; the leaves of Arctium lappa , Brassica oleracea acephala , Brassica oleracea capitata, Camellia sinensis , Moringa oleifera , Raphanus sativus, and Spinacia oleracea; the leaves and stems of Sorghum bicolor ; the meal of Avena sativa; the pulp of Solanum tuberosum; the roots of Daucus carota, Dioscorea oppositifolia, Nelumbo nucifera , and Raphanus sativus; the seeds of Amaranthus hypochondriacus , Anacardium occidentale, Cicer arietinum , Coix lacryma-Jobi ma-yuen , Glycine max, Macadamia ternifolia , Oryza sativa, Phaseolus angularis , Pistacia vera , Prunus amygdalus dulcis, Rhynchosia nulubilis , Sesamum indicum, Setaria italica , and Triticum turgidum; the sprouts of Hordeum vulgare ; the tubers of Cyperus esculentus ; the whole plants, Artemisia princeps , Brassica oleracea italica, Chenopodium quinoa , Enteromorpha compressa , Hordeum vulgare , Ipomoea batatas , Laminaria japonica , Lentinus edodes , Pleurotus ostreatus , Porphyra tenera , and Undaria pinnatifida.";"";"ANTIOXIDANT"
26416;"SPINACH LEAF";"This is the extract of the fruits of Citrus junos , Cucurbita pepo, Fragaria ananassa, Lens esculenta, Pyrus malus, Pyrus pyrifolia, and Solanum lycopersicum; the kernels of Zea mays; the leaves of Arctium lappa , Brassica oleracea acephala , Brassica oleracea capitata, Camellia sinensis , Moringa oleifera , Raphanus sativus, and Spinacia oleracea; the leaves and stems of Sorghum bicolor ; the meal of Avena sativa; the pulp of Solanum tuberosum; the roots of Daucus carota, Dioscorea oppositifolia, Nelumbo nucifera , and Raphanus sativus; the seeds of Amaranthus hypochondriacus , Anacardium occidentale, Cicer arietinum , Coix lacryma-Jobi ma-yuen , Glycine max, Macadamia ternifolia , Oryza sativa, Phaseolus angularis , Pistacia vera , Prunus amygdalus dulcis, Rhynchosia nulubilis , Sesamum indicum, Setaria italica , and Triticum turgidum; the sprouts of Hordeum vulgare ; the tubers of Cyperus esculentus ; the whole plants, Artemisia princeps , Brassica oleracea italica, Chenopodium quinoa , Enteromorpha compressa , Hordeum vulgare , Ipomoea batatas , Laminaria japonica , Lentinus edodes , Pleurotus ostreatus , Porphyra tenera , and Undaria pinnatifida.";"";"ANTIOXIDANT"
26416;"SORGHUM BICOLOR";"This is the extract of the fruits of Citrus junos , Cucurbita pepo, Fragaria ananassa, Lens esculenta, Pyrus malus, Pyrus pyrifolia, and Solanum lycopersicum; the kernels of Zea mays; the leaves of Arctium lappa , Brassica oleracea acephala , Brassica oleracea capitata, Camellia sinensis , Moringa oleifera , Raphanus sativus, and Spinacia oleracea; the leaves and stems of Sorghum bicolor ; the meal of Avena sativa; the pulp of Solanum tuberosum; the roots of Daucus carota, Dioscorea oppositifolia, Nelumbo nucifera , and Raphanus sativus; the seeds of Amaranthus hypochondriacus , Anacardium occidentale, Cicer arietinum , Coix lacryma-Jobi ma-yuen , Glycine max, Macadamia ternifolia , Oryza sativa, Phaseolus angularis , Pistacia vera , Prunus amygdalus dulcis, Rhynchosia nulubilis , Sesamum indicum, Setaria italica , and Triticum turgidum; the sprouts of Hordeum vulgare ; the tubers of Cyperus esculentus ; the whole plants, Artemisia princeps , Brassica oleracea italica, Chenopodium quinoa , Enteromorpha compressa , Hordeum vulgare , Ipomoea batatas , Laminaria japonica , Lentinus edodes , Pleurotus ostreatus , Porphyra tenera , and Undaria pinnatifida.";"";"ANTIOXIDANT"
26416;"OAT MEAL";"This is the extract of the fruits of Citrus junos , Cucurbita pepo, Fragaria ananassa, Lens esculenta, Pyrus malus, Pyrus pyrifolia, and Solanum lycopersicum; the kernels of Zea mays; the leaves of Arctium lappa , Brassica oleracea acephala , Brassica oleracea capitata, Camellia sinensis , Moringa oleifera , Raphanus sativus, and Spinacia oleracea; the leaves and stems of Sorghum bicolor ; the meal of Avena sativa; the pulp of Solanum tuberosum; the roots of Daucus carota, Dioscorea oppositifolia, Nelumbo nucifera , and Raphanus sativus; the seeds of Amaranthus hypochondriacus , Anacardium occidentale, Cicer arietinum , Coix lacryma-Jobi ma-yuen , Glycine max, Macadamia ternifolia , Oryza sativa, Phaseolus angularis , Pistacia vera , Prunus amygdalus dulcis, Rhynchosia nulubilis , Sesamum indicum, Setaria italica , and Triticum turgidum; the sprouts of Hordeum vulgare ; the tubers of Cyperus esculentus ; the whole plants, Artemisia princeps , Brassica oleracea italica, Chenopodium quinoa , Enteromorpha compressa , Hordeum vulgare , Ipomoea batatas , Laminaria japonica , Lentinus edodes , Pleurotus ostreatus , Porphyra tenera , and Undaria pinnatifida.";"";"ANTIOXIDANT"
