"Name";"Accepted_name_rank";"Accepted_name_family";"Genus_matched";"Specific_epithet_matched";"Accepted_name_species";"Taxonomic_status";"Overall_score";"Source";"fonction";"restriction";"description"
"Aframomum melegueta";"species";"Zingiberaceae";"Aframomum";"melegueta";"Aframomum melegueta";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Aframomum Melegueta Seed Extract is an extract of the seed of Meliguetta Pepper, Aframomum melegueta, Zingiberaceae"
"Agastache mexicana";"species";"Lamiaceae";"Agastache";"mexicana";"Agastache mexicana";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING, SKIN PROTECTING";"";"Agastache Mexicana Flower/Leaf/Stem Extract is the extract of the flowers, leaves and stems of Agastache Mexicana, Lamiaceae."
"Agastache rugosa";"species";"Lamiaceae";"Agastache";"rugosa";"Agastache rugosa";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";""
"Agave americana";"species";"Asparagaceae";"Agave";"americana";"Agave americana";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Agave Americana Leaf Extract is an extract of the leaves of the American Sisal, Agave americana L., Agavaceae"
"Agave atrovirens";"species";"Asparagaceae";"Agave";"atrovirens";"Agave atrovirens";"Accepted";"1";"tpl;tropicos;usda";"HUMECTANT, SKIN CONDITIONING";"";"Agave Atrovirens Extract is an extract of the heads of Agave atrovirens, Agaveaceae"
"Agave vivipara";"species";"Asparagaceae";"Agave";"rigida";"Agave vivipara";"Synonym";"1";"tpl";"NOT REPORTED";"";"Agave Lechuguilla,Agave Sisalona,Sisal"
"Agave tequilana";"species";"Asparagaceae";"Agave";"tequilana";"Agave tequilana";"Accepted";"1";"tpl";"ASTRINGENT";"";"Agave Tequilana Leaf Extract is an extract of the leaf of the bluE agave, Agave Tequilana, Agavaceae"
"Ageratum conyzoides";"species";"Asteraceae";"Ageratum";"conyzoides";"Ageratum conyzoides";"Accepted";"1";"gcc;tropicos;usda";"SKIN CONDITIONING";"";"Ageratum Conyzsoides Flower/Leaf/Stem Extract is an extract of the flowers, leaves and stems of the Ageratum, Ageratum conzoides L., Asteraceae"
"Ageratum houstonianum";"species";"Asteraceae";"Ageratum";"houstonianum";"Ageratum houstonianum";"Accepted";"1";"gcc;tropicos;usda";"HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING";"";"Ageratum Houstonianum Extract is the extract of the whole plant, Ageratum houstonianum."
"Aglaia odorata";"species";"Meliaceae";"Aglaia";"odorata";"Aglaia odorata";"Accepted";"1";"tpl;tropicos";"EMOLLIENT";"";"Aglaia Odorata Flower Oil is the volatile oil obtained from the flowers of Aglaia odorata, Meliaceae"
"Taxandria fragrans";"species";"Myrtaceae";"Agonis";"fragrans";"Taxandria fragrans";"Synonym";"1";"tpl";"MASKING";"";"Agonis Fragrans Branch/Leaf Oil is the volatile oil obtained from the branches and leaves of Agonis fragrans, Myrtaceae"
"Agrimonia eupatoria";"species";"Rosaceae";"Agrimonia";"eupatoria";"Agrimonia eupatoria";"Accepted";"1";"tpl;tropicos;usda";"ASTRINGENT";"";"Agrimonia Eupatoria Extract is the extract of the whole plant, Agrimonia eupatoria L., Rosaceae"
"Agrimonia pilosa";"species";"Rosaceae";"Agrimonia";"pilosa";"Agrimonia pilosa";"Accepted";"1";"tpl;tropicos";"HUMECTANT, SKIN CONDITIONING";"";"Agrimonia Pilosa Extract is the extract of the whole plant, Agrimonia pilosa, Rosaceae."
"Agropyron cristatum";"species";"Poaceae";"Agropyron";"cristatum";"Agropyron cristatum";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Agropyron Cristatum Extract is the extract of the wheatgrass, Agropyron cristatum (L.), Poaceae"
"Elymus repens";"species";"Poaceae";"Agropyron";"repens";"Elymus repens";"Synonym";"1";"tpl";"MASKING, SKIN CONDITIONING";"";"Agropyron Repens Root Extract is an extract of the roots of the Couch Grass, Agropyron repens (L.), Gramineae"
"Agrostis stolonifera";"species";"Poaceae";"Agrostis";"stolonifera";"Agrostis stolonifera";"Accepted";"1";"tpl;tropicos;usda";"HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING";"";"Agrostis Stolonifera Extract is the extract of the whole plant, Agrostis stolonifera."
"Ailanthus altissima";"species";"Simaroubaceae";"Ailanthus";"altissima";"Ailanthus altissima";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Ailanthus Altissima Bark Extract is an extract of the bark of the Tree of Heaven, Ailanthus altissima, Simarubaceae"
"Ajuga reptans";"species";"Lamiaceae";"Ajuga";"reptans";"Ajuga reptans";"Accepted";"1";"tpl;tropicos;usda";"ANTIOXIDANT, BLEACHING, CHELATING";"";"Ajuga Reptans Cell Culture Extract is the extract of a plant cell culture suspension of the Bugle, Ajuga reptans L., Lamiaceae"
"Ajuga turkestanica";"species";"Lamiaceae";"Ajuga";"turkestanica";"Ajuga turkestanica";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Ajuga Turkestanica Extract is an extract of the whole plant Ajuga Turkestanica"
"Akebia quinata";"species";"Lardizabalaceae";"Akebia";"quinata";"Akebia quinata";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"This is the extract of the product obtained by the fermentation of the fruits of Citrus unshui, Citus japonica, Citrus junos, Pyrus malus, Musa sapientum, Carica papaya, Pyrus serotina, Diospyros kaki, Citrullus vulgaris, Prunus persica, Prunus mume, Ficus carica, Chaenomeles sinensis, Eriobotrya japonica, Prunus armeniaca, Zizyphus jujuba, Cucurbita maxima, Castanea crenata, Vitis coignetiae, Rubus idaeus, Momordica grosbenorii, Ginkgo biloba, Juglans subcordiformis, Prunus salicina, Akebia quinata, Ctataegus cuneata, Cornus officinalis, Nephelium longana , the flowers of Chamomilla recutita, Carthamus tinctorius , the seeds of Lycium chinense, Glycine max, Phaseolus angularis, Canavalia ensiformis, Oryza sativa, Hordeum vulgare, Coix lachryma-jobi, Echinochloa crus-galli, Setaria italica, Panicum miliaceum, Sesamum indicum, Cassia obtusifolia, Pinus koraiensis , roots of Ipomoea batatas, Helianthus tuberosus, Colocasia antiquorum, Dioscorea batatas, Raphanus sativus, Brassica rapa, Daucus carota sativa, Arctium lappa, Nelumbo nucifera, Lilium auratum, Glycyrrhiza glabra, Sagittaria trifolia, Smallanthus sonchifolius, Acanthopanax sieboldianus , leaves of Brassica oleracea capitata, Morus bombycis, Perilla frutescens, Sasa veitchii , bulb of Allium sativum, Allium cepa , fruiting body of Hydnum erinaceum, Grifola frondosa, Lentinus edodes, Auricularia auricula , rhizomes of Zingiber officinale, Beta vulgaris, Polygonatum odoratum, Curcuma longa , the alga, Iridea laminarioides, Laminaria japonica, Nemacystus decipiens, Undaria pinnatifida , and the whole plants, Houttuynia cordata, Artemisia princeps, Glechoma hederacea, Taraxacum officinale, Isodon japonicus, Plantago asiatica by the microorganisms, Aspergillus, Lactobacillus, Pediococcus, Saccharomyces and Zygosaccharomyces"
"Akebia trifoliata";"species";"Lardizabalaceae";"Akebia";"trifoliata";"Akebia trifoliata";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Akebia Trifoliata Stem Extract is an extract of the stem of Akebia trifoliata, Lardizabalaceae"
"Alangium salviifolium";"species";"Cornaceae";"Alangium";"salviifolium";"Alangium salviifolium";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Alangium Salviifolium Bark Extract is an extract of the bark of Alangium salviifolium"
"Albizia adianthifolia";"species";"Fabaceae";"Albizia";"adianthifolia";"Albizia adianthifolia";"Accepted";"1";"ildis";"SKIN CONDITIONING";"";"Albizia Adianthifolia Leaf Extract is the extract of the leaves of Albizia adianthifolia, Fabaceae"
"Albizia julibrissin";"species";"Fabaceae";"Albizia";"julibrissin";"Albizia julibrissin";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"This is the extract of the flowers of Adonis Amurensis/Akebia Quinata/Albizia Julibrissin/Althaea Rosea/Angelica Acutiloba/Angelica Anomala/Aquilegia Buergeriana/Artemisia Princeps/Aster Ciliosus/Aster Scaber/Brassica Campestris/Broussonetia Kazinoki/Callistephus Chinensis/Camellia Japonica/Camellia Sinensis/Campsis Grandiflora/Caragana Sinica/CarthamusTinctorius/Cassia Obtusifolia/Celosia Cristata/Cercis Chinensis/Chaenomeles Sinensis/Chrysanthemum Indicum/Chrysanthemum Zawadskii/Clematis Terniflora/Commelina Communis/Cornus Kousa/Cornus Officinalis/Corydalis Incisa/Corydalis Turtschaninovii/Cucurbita Moschate/Dendrobium Nobile/Dianthus Chinensis/Elsholtzia Splendens/Eupatorium Lindleyanum/Forsythia Koreana/Fritillaria Ussuriensis/Gardenia Jasminoides/Ginkgo Biloba/Helianthus Annuus/Helianthus Tuberosus/Hemerocallis Fulva/Hibiscus Mutabilis/Hibiscus Syriacus/Hosta Plantaginae/Hydrangea Macrophylla/Impatiens Balsamina/Ipomea Hederacea/Iris Pallasii/Iris Pseudacorus/Kerria Japonica/Lagerstroemia Indica/Leonurus Sibiricus/Lespedeza Bicolor/Lilium Lancifolium/Lindera Obtusiloba/Liriopes Muscari/Lonicera Japonica/Lycoris Radiata/Magnolia Kobus/Magnolia Liliflora/Malus Sieboldii/Narcissus Tazetta/Nelumbo Nucifera/Oenothera Biennis/Paeonia Lactiflora/Paeonia Suffruticosa/Papaver Rhoeas/PatriniaScabiosifolia/Paulownia Coreana/Persicaria Thunbergii/Petasites Japonicus/Phytolacca Esculenta/Platycodon Grandiflorus/Polygonum Odoratum/Ponicirus Trifoliata/Prunus Armeniaca/Prunus Mume/Prunus Persica/Prunus Serrulata/Prunus Tomentosa/Pueraria Lobata/Rhododendron Mucronulatum/Robinia Pseudacacia/Rosa Multiflora/Rosa Rugosa/Sasa Borealis/Sophora Japonica/Spiraea Prunifolia/Styrax Japonica/Syringa Vulgaris/Taraxacum Platycarpum/Tulipa Edulis/Viola Mandschurica/Weigela Subsessilis/Wisteria Sinensis/Zanthoxylum Schinifolium/Zea Mays/Zingiber Mioga/Zinnia Elegans Flower Extract"
"Albizia lebbeck";"species";"Fabaceae";"Albizia";"lebbeck";"Albizia lebbeck";"Accepted";"1";"ildis";"ANTIMICROBIAL";"";"Albizia Lebbeck Leaf is the leaf of Albizzia lebbeck, Fabaceae."
"Vriesea imperialis";"species";"Bromeliaceae";"Alcantarea";"imperialis";"Vriesea imperialis";"Synonym";"1";"tpl";"EMOLLIENT, HUMECTANT, SKIN CONDITIONING";"";"Alcantarea Imperialis Leaf Extract is the extract of the leaves of Alcantarea imperialis, Bromeliaceae."
"Alchemilla alpina";"species";"Rosaceae";"Alchemilla";"alpina";"Alchemilla alpina";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Alchemilla Alpina Extract is the extract of the whole plant, Alchemilla alpina L., Rosaceae"
"Alchemilla xanthochlora";"species";"Rosaceae";"Alchemilla";"vulgaris";"Alchemilla xanthochlora";"Synonym";"1";"tpl";"ASTRINGENT, SKIN CONDITIONING";"";"Alchemilla Vulgaris Extract is the extract of the lady's mantle, Alchemilla vulgaris L., Rosaceae"
"Alchornea cordifolia";"species";"Euphorbiaceae";"Alchornea";"cordifolia";"Alchornea cordifolia";"Accepted";"1";"tpl";"ASTRINGENT, SKIN CONDITIONING";"";"Alchornea Cordifolia Leaf Extract is the extract of the leaves of Alchornea cordifolia, Euphorbiaceae"
"Aletris farinosa";"species";"Nartheciaceae";"Aletris";"farinosa";"Aletris farinosa";"Accepted";"1";"tpl;tropicos;usda";"ANTIOXIDANT, SKIN CONDITIONING";"";"Aletris Farinosa Root Extract is the extract of the roots of Aletris farinosa, Melanthiaceae."
"Vernicia fordii";"species";"Euphorbiaceae";"Aleurites";"fordii";"Vernicia fordii";"Synonym";"0.97";"tpl;tropicos";"FILM FORMING, SKIN CONDITIONING";"";"Rape oil, polymer with tung oil"
"Aleurites moluccanus";"species";"Euphorbiaceae";"Aleurites";"moluccanus";"Aleurites moluccanus";"Accepted";"1";"tpl;tropicos;usda";"ANTIMICROBIAL, HAIR WAVING OR STRAIGHTENING, ORAL CARE, SKIN CONDITIONING";"";"Aleurites Moluccanus Bakoly Seed Oil is the oil expressed from the seed of Aleurites molucccanus bakoly"
"Vernicia montana";"species";"Euphorbiaceae";"Aleurites";"montanus";"Vernicia montana";"Synonym";"1";"tpl";"ANTIOXIDANT, SKIN CONDITIONING";"";"Aleurites Montanus Leaf Extract is the extract of the leaves of Aleurites montanus, Euphorbiaceae."
"Alibertia patinoi";"species";"Rubiaceae";"Alibertia";"patinoi";"Alibertia patinoi";"Accepted";"1";"tpl";"HAIR CONDITIONING, SKIN CONDITIONING";"";"Alibertia Patinoi Fruit Extract is the extract of the fruit of Alibertia patinoi, Rubiaceae."
"Alkanna tinctoria";"species";"Boraginaceae";"Alkanna";"tinctoria";"Alkanna tinctoria";"Accepted";"1";"tpl;usda";"SKIN CONDITIONING";"";"Alkanna Tinctoria Root Extract is an extract of the roots of the Dyer's Alkanet, Alkanna tinctoria L., Boraginaceae"
"Allamanda cathartica";"species";"Apocynaceae";"Allamanda";"cathartica";"Allamanda cathartica";"Accepted";"1";"tpl;tropicos;usda";"BLEACHING";"";"Allamanda Cathartica Flower Extract is the extract of the flowers of Allamanda cathartica"
"Allanblackia stuhlmannii";"species";"Clusiaceae";"Allanblackia";"stuhlmannii";"Allanblackia stuhlmannii";"Accepted";"1";"tpl;tropicos";"EMOLLIENT, SKIN CONDITIONING, SKIN PROTECTING";"";"Allanblackia Stuhlmannii Seed Butter is the fat obtained from the seeds of Allanblackia stuhlmannii, Clusiaceae."
"Allium cepa";"species";"Amaryllidaceae";"Allium";"cepa";"Allium cepa";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Allium Cepa Bulb Extract is an extract of the bulbs of the Onion, Allium cepa L., Liliaceae"
"Allium chinense";"species";"Amaryllidaceae";"Allium";"chinense";"Allium chinense";"Accepted";"1";"tpl";"";"";"Allium Chinense Bulb Extract is the extract of the bulbs of Allium chinense, Amaryllidaceae"
"Allium fistulosum";"species";"Amaryllidaceae";"Allium";"fistulosum";"Allium fistulosum";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Allium Fistulosum Bulb Extract is an extract of the bulb of Allium fistulosum L., Liliaceae"
"Allium macrostemon";"species";"Amaryllidaceae";"Allium";"grayi";"Allium macrostemon";"Synonym";"1";"tpl;tropicos";"SKIN PROTECTING";"";"Allium Grayi Callus Culture Extract is the extract of a culture of the callus of Allium grayi, Asteraceae."
"Allium hookeri";"species";"Amaryllidaceae";"Allium";"hookeri";"Allium hookeri";"Accepted";"1";"tpl;tropicos";"ANTIOXIDANT, SKIN CONDITIONING";"";"Allium Hookeri Extract is the extract of the whole plant, Allium hooke, Amaryllidaceae."
"Allium monanthum";"species";"Amaryllidaceae";"Allium";"monanthum";"Allium monanthum";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Allium Monanthum Extract is the extract of the whole plant, Allium monanthum, Liliaceae"
"Allium angulosum";"species";"Amaryllidaceae";"Allium";"odorum";"Allium angulosum";"Synonym";"1";"tpl";"SKIN CONDITIONING";"";"Allium Odorum Extract is the extract of the whole plant, Allium odorum L., Alliaceae"
"Allium obliquum";"species";"Amaryllidaceae";"Allium";"porrum";"Allium obliquum";"Synonym";"1";"tpl";"SKIN CONDITIONING";"";"Allium Porrum Extract is an extract of the Leek, Allium porrum L., Liliaceae"
"Allium sativum";"species";"Amaryllidaceae";"Allium";"sativum";"Allium sativum";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Allium Sativum Bulb Extract is an extract of the bulb of the Garlic, Allium sativum L., Liliaceae"
"Allium tuberosum";"species";"Amaryllidaceae";"Allium";"tuberosum";"Allium tuberosum";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"This is a filtrate of the product obtained by the fermentation of the whole plants: Oryza sativa (rice), Hordeum distichon (barley), Glycine max (soybean), Brassica oleracea capitata (cabbage), Lactuca scariola sativa (lettuce), Spinacia oleracea (spinach), Vitis vinifera (grape), Pyrus malus (apple), Vaccinium angustifolium (blueberry), Fragaria ananassa (strawberry), Rubus idaeus (raspberry), Vaccinium macrocarpon (cranberry), Thymus vulgaris (thyme), Rosmarinus officinalis (rosemary), Allium tuberosum, Rosa canina, Cymbopogon schoenanthus, Eriocephalus punctulatus ; the fruit of Prunus salicina, Prunus mume, Euterpe oleracea ; and the seeds of Phaseolus radiatus and Phaseolus angularis by the microorganisms, Acetobacter, Bacillus, Lactobacillus and Saccharomyces."
"Allium ursinum";"species";"Amaryllidaceae";"Allium";"ursinum";"Allium ursinum";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Allium Ursinum Extract is an extract of the plant Ramsons (wild garlic), Allium ursinum L., Liliaceae"
"Allium victorialis";"species";"Amaryllidaceae";"Allium";"victorialis";"Allium victorialis";"Accepted";"1";"tpl;tropicos;usda";"ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING";"";"Allium Victorialis Extract is the extract of the whole plant, Allium victorialis L., Amaryllidaceae"
"Alnus jorullensis";"species";"Betulaceae";"Alnus";"firmifolia";"Alnus jorullensis";"Synonym";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Alnus Firmifolia Fruit Extract is an extract of the fruit of Alnus firmifolia, Betulaceae"
"Alnus japonica";"species";"Betulaceae";"Alnus";"japonica";"Alnus japonica";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Alnus Japonica Bark Extract is the extract of the bark of Alnus japonica, Betulaceae"
"Aloe andongensis";"species";"Xanthorrhoeaceae";"Aloe";"andongensis";"Aloe andongensis";"Accepted";"1";"tpl";"HUMECTANT, SKIN CONDITIONING";"";"Aloe Andongensis Leaf Extract is an extract of the leaves of the aloe, Aloe andongensis, Liliaceae"
"Aloe arborescens";"species";"Xanthorrhoeaceae";"Aloe";"arborescens";"Aloe arborescens";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Aloe Arborescens Flower Extract is an extract of the flowers of Aloe arborescens, Liliaceae"
"Aloe vera";"species";"Xanthorrhoeaceae";"Aloe";"barbadensis";"Aloe vera";"Synonym";"1";"tpl";"ANTIOXIDANT";"";"Aloe Barbadensis Callus Culture Extract is the extract of a culture of the callus cells of Aloe barbadensis, Liliaceae"
"Aloe ferox";"species";"Xanthorrhoeaceae";"Aloe";"ferox";"Aloe ferox";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Aloe Ferox Leaf Extract is an extract of the leaves of Aloe ferox, Liliaceae"
"Aloe maculata";"species";"Xanthorrhoeaceae";"Aloe";"maculata";"Aloe maculata";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Aloe Maculata Leaf Extract is the extract of the leaves of Aloe maculata, Xanthorrhoeaceae."
"Aloe perryi";"species";"Xanthorrhoeaceae";"Aloe";"perryi";"Aloe perryi";"Accepted";"1";"tpl;usda";"EMOLLIENT, SKIN CONDITIONING";"";"Aloe Perryi Extract is an extract of the whole plant, Aloe perryi"
"Alpinia calcarata";"species";"Zingiberaceae";"Alpinia";"calcarata";"Alpinia calcarata";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Alpinia Calcarata Rhizome Extract is the extract of the rhizomes of Alpinia calcarata, Zingiberaceae"
"Alpinia formosana";"species";"Zingiberaceae";"Alpinia";"formosana";"Alpinia formosana";"Accepted";"1";"tpl";"HUMECTANT, SKIN CONDITIONING";"";"Alpinia Formosana Leaf Oil is the volatile oil obtained from the leaves of Alpinia formosana, Zingiberaceae."
"Alpinia galanga";"species";"Zingiberaceae";"Alpinia";"galanga";"Alpinia galanga";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"This is the extract of the product obtained by the fermentation of the flowers and leaves of Cananga odorata ; the fruiting bodies of Ganoderma lucidum ; the leaves of Corchorus olitorius , Lawsonia inermis (henna), Melia azadirachta , Morus alba , Muntingia calabura , Psidium guajava , and Tamarindus indica ; the leaves and peels of Citrus hystrix ; the leaves and stems of Cymbopogon nardus (citronella), Cymbopogon schoenanthus , and Ocimum tenuiflorum ; the rhizomes of Alpinia galanga , Boesenbergia rotunda , Curcuma longa (turmeric), and Zingiber officinale (ginger); and the roots of Zingiber cassumunar."
